000000216516.jpg	Out:	skis	0.74690115	[26.70560359954834, 540.9671783447266, 415.65731048583984, 610.6534576416016]
000000106389.jpg	Out:	handbag	0.59743637	[4.57064151763916, 42.11653232574463, 120.75395584106445, 84.66991424560547]
000000106389.jpg	Out:	book	0.41233757	[506.9607925415039, 126.16617679595947, 579.7175216674805, 150.0990343093872]
000000106389.jpg	Out:	book	0.32303664	[501.2744140625, 143.22186470031738, 582.6299285888672, 165.15698432922363]
000000106389.jpg	Out:	book	0.3219678	[518.3900451660156, 113.64732027053833, 588.7227630615234, 132.25187301635742]
000000106389.jpg	Out:	book	0.2618839	[524.3844604492188, 100.48597812652588, 605.0639343261719, 115.39757251739502]
000000106389.jpg	Out:	book	0.13051032	[523.5880661010742, 72.2878360748291, 633.9519882202148, 100.502028465271]
000000393569.jpg	Out:	backpack	0.15407307	[377.76973724365234, 313.44386100769043, 442.5875473022461, 394.22186851501465]
000000393569.jpg	Out:	backpack	0.13314345	[427.1123504638672, 282.6332187652588, 514.4283294677734, 332.88588523864746]
000000393569.jpg	Out:	bottle	0.7913058	[83.29009056091309, 188.6293601989746, 107.16050148010254, 235.39984703063965]
000000393569.jpg	Out:	bottle	0.6955341	[110.13871192932129, 175.4091739654541, 133.294095993042, 233.1745433807373]
000000159458.jpg	Out:	dog	0.8459472	[227.56938934326172, 216.13300323486328, 310.1584243774414, 252.8972339630127]
000000159458.jpg	Out:	chair	0.109425604	[518.1069183349609, 192.0582103729248, 639.4034576416016, 450.5639362335205]
000000159458.jpg	Out:	chair	0.10050314	[610.9706878662109, 200.9034776687622, 639.9224853515625, 351.9018745422363]
000000263463.jpg	Out:	dog	0.27286202	[218.20720672607422, 141.06892278790474, 384.4901657104492, 251.3584315776825]
000000399205.jpg	Out:	cell phone	0.90337586	[390.257568359375, 210.88860511779785, 437.08038330078125, 259.50831413269043]
000000399205.jpg	Out:	cell phone	0.39975098	[254.48802947998047, 181.21315956115723, 281.4923858642578, 196.42006874084473]
000000469067.jpg	Out:	cell phone	0.97016394	[513.4912872314453, 418.11610221862793, 559.3838500976562, 470.8299922943115]
000000022705.jpg	Out:	bottle	0.9109222	[81.97836184501648, 212.81932830810547, 103.8608427643776, 278.6015319824219]
000000022705.jpg	Out:	bottle	0.49124974	[113.43910837173462, 187.61777877807617, 135.01845061779022, 283.5369300842285]
000000022705.jpg	Out:	bottle	0.3326953	[22.024899929761887, 231.5204620361328, 27.912517189979553, 258.0765151977539]
000000022705.jpg	Out:	bottle	0.12393997	[117.99839130043983, 187.38901138305664, 129.44874614477158, 210.39098739624023]
000000076625.jpg	Out:	handbag	0.3575747	[576.6768264770508, 428.7424850463867, 599.3317031860352, 460.41194915771484]
000000076625.jpg	Out:	cell phone	0.18050629	[576.0965728759766, 362.4271774291992, 587.7641296386719, 368.1056213378906]
000000076625.jpg	Out:	clock	0.199945	[188.83249282836914, 251.566743850708, 232.70830154418945, 301.7102909088135]
000000525247.jpg	Out:	laptop	0.9775119	[174.6732521057129, 20.642284035682678, 671.6947174072266, 423.76439106464386]
000000076416.jpg	Out:	handbag	0.43682823	[577.052001953125, 286.94074630737305, 591.2840270996094, 308.9883613586426]
000000076416.jpg	Out:	handbag	0.15954141	[585.088996887207, 252.35767364501953, 600.8133316040039, 283.6810111999512]
000000475387.jpg	Out:	surfboard	0.8481578	[333.4355163574219, 347.2812353372574, 480.8378601074219, 376.7097018957138]
000000475387.jpg	Out:	surfboard	0.15109363	[165.3392219543457, 265.57879614830017, 215.60583114624023, 314.274875164032]
000000023034.jpg	Out:	handbag	0.55274254	[264.57496643066406, 1.1958620250225067, 301.0369110107422, 65.9566588550806]
000000023034.jpg	Out:	chair	0.13868046	[-0.16021132469177246, 52.05284920334816, 23.549442291259766, 118.76201683282852]
000000356505.jpg	Out:	chair	0.3314181	[80.81008911132812, 332.4952557682991, 165.25684356689453, 424.1420313715935]
000000356505.jpg	Out:	book	0.701726	[591.0044860839844, 160.12245789170265, 630.6948852539062, 245.59333622455597]
000000356505.jpg	Out:	book	0.2229055	[585.172004699707, 114.80470895767212, 641.2326812744141, 143.4917762875557]
000000256916.jpg	Out:	bottle	0.12797514	[23.276286125183105, -0.1895231008529663, 71.66324138641357, 39.80451822280884]
000000256916.jpg	Out:	chair	0.44454092	[541.4019775390625, 34.89882230758667, 640.2347564697266, 182.5711154937744]
000000256916.jpg	Out:	chair	0.11153163	[247.99530029296875, -0.24109482765197754, 375.87879180908203, 46.38022541999817]
000000471869.jpg	Out:	teddy bear	0.8838704	[11.12774133682251, 46.961307525634766, 367.07167786359787, 471.76867723464966]
000000373382.jpg	Out:	tennis racket	0.9784265	[144.44908618927002, 83.2636833190918, 201.0360288619995, 207.23657608032227]
000000373382.jpg	Out:	chair	0.29626	[428.32274436950684, 312.88705825805664, 480.1182174682617, 352.6221466064453]
000000418961.jpg	Out:	handbag	0.59769523	[-1.758580207824707, 223.3182520866394, 124.1917610168457, 425.52607107162476]
000000418961.jpg	Out:	clock	0.20102124	[162.80956268310547, 216.57511377334595, 285.98304748535156, 356.60182332992554]
000000508730.jpg	Out:	chair	0.5205998	[320.59654235839844, 373.35501849651337, 390.36529541015625, 477.9989458322525]
000000508730.jpg	Out:	chair	0.36082897	[246.89228057861328, 348.2195851802826, 331.92726135253906, 479.2801585197449]
000000508730.jpg	Out:	chair	0.13075502	[345.55301666259766, 364.66283559799194, 576.1000442504883, 478.5416142940521]
000000508730.jpg	Out:	teddy bear	0.22416647	[364.12315368652344, 351.3199779987335, 570.3212738037109, 477.38151693344116]
000000409630.jpg	Out:	laptop	0.9286263	[56.157246232032776, -0.6194338202476501, 404.1948914527893, 115.63419923186302]
000000409630.jpg	Out:	laptop	0.13386749	[21.292686462402344, 25.005273520946503, 401.0040760040283, 283.11797976493835]
000000409630.jpg	Out:	mouse	0.9519664	[382.467657327652, 149.51461181044579, 468.40932965278625, 268.0279612541199]
000000409630.jpg	Out:	keyboard	0.5644971	[34.96982157230377, 154.1767492890358, 379.74756956100464, 287.80243545770645]
000000409630.jpg	Out:	keyboard	0.20301118	[92.96983480453491, 0.1666853204369545, 381.3851773738861, 38.389239460229874]
000000377113.jpg	Out:	skis	0.52732396	[266.2283134460449, 357.0007706284523, 423.4675598144531, 392.24322777986526]
000000253819.jpg	Out:	skateboard	0.9837442	[298.84632110595703, 241.9350546002388, 410.47306060791016, 339.1136789917946]
000000064523.jpg	Out:	tennis racket	0.39452747	[186.4600372314453, 198.40400755405426, 230.37551879882812, 254.28722620010376]
000000064523.jpg	Out:	tennis racket	0.31173462	[417.4837875366211, 218.50542068481445, 470.8474349975586, 291.77456045150757]
000000064523.jpg	Out:	tennis racket	0.26217136	[254.19912338256836, 206.66516733169556, 287.9388236999512, 277.57934045791626]
000000064523.jpg	Out:	tennis racket	0.1080239	[331.37725830078125, 204.2242044210434, 372.7085876464844, 250.59995913505554]
000000472375.jpg	Out:	dog	0.23276246	[139.20166969299316, 207.10078561306, 500.4999747276306, 542.8876791000366]
000000472375.jpg	Out:	bottle	0.28473607	[451.4503583908081, 306.9954128265381, 495.13587856292725, 352.0827841758728]
