000000022192.jpg	Out:	book	0.80342245	[70.8132553100586, 111.72483783960342, 218.56840133666992, 377.3686773777008]
000000149375.jpg	Out:	dog	0.89773375	[204.32552337646484, 31.728007048368454, 396.4723205566406, 363.4955495595932]
000000149375.jpg	Out:	dog	0.5315978	[510.0586700439453, 140.2433580160141, 544.5408630371094, 214.68277364969254]
000000149375.jpg	Out:	book	0.91112626	[217.5115966796875, 299.83992397785187, 326.16931915283203, 383.10476899147034]
000000388903.jpg	Out:	dog	0.9086582	[192.45535135269165, 29.557672262191772, 463.10752630233765, 327.5485818386078]
000000388903.jpg	Out:	dog	0.7654437	[73.38269799947739, 56.40800714492798, 199.6757686138153, 307.22310972213745]
000000001993.jpg	Out:	book	0.8561498	[112.8841781616211, 248.122776389122, 227.37606048583984, 418.39272379875183]
000000001993.jpg	Out:	teddy bear	0.5664221	[249.01569366455078, 170.47230204939842, 650.0347900390625, 429.0379889011383]
000000001993.jpg	Out:	dog	0.4502941	[-4.391603469848633, 238.6396924853325, 184.05555725097656, 421.9830358028412]
000000219283.jpg	Out:	skateboard	0.7969594	[58.646660298109055, 317.90682673454285, 173.51695895195007, 390.1742994785309]
000000219283.jpg	Out:	clock	0.5551813	[169.7857826948166, 217.15447306632996, 308.37273597717285, 388.4958326816559]
000000454404.jpg	Out:	dog	0.8424947	[222.34790802001953, 13.219863623380661, 460.77884674072266, 434.8897877931595]
000000581482.jpg	Out:	keyboard	0.56781846	[402.0154571533203, 200.51842033863068, 528.4553527832031, 317.01973581314087]
000000030494.jpg	Out:	book	0.9785752	[99.28228378295898, 22.27705478668213, 283.94941329956055, 226.5082025527954]
000000546717.jpg	Out:	dog	0.8724098	[36.51710566878319, 60.12470245361328, 409.0464845895767, 541.1200332641602]
000000546717.jpg	Out:	clock	0.73965997	[20.835101902484894, 64.37297821044922, 429.85311967134476, 617.473030090332]
000000139099.jpg	Out:	dog	0.9808086	[279.5206832885742, 61.386231422424316, 555.1700973510742, 458.52843511104584]
000000139099.jpg	Out:	dog	0.92060035	[-14.396982192993164, 177.0714429616928, 222.70183563232422, 397.46621453762054]
000000139099.jpg	Out:	dog	0.70370686	[555.5585479736328, 91.52987198531628, 611.5422058105469, 235.13124400377274]
000000139099.jpg	Out:	dog	0.62757325	[249.30181503295898, 106.2108575552702, 318.8745307922363, 296.52166056632996]
000000139099.jpg	Out:	dog	0.45479608	[506.77406311035156, 102.41245137155056, 551.4208221435547, 201.54222732782364]
000000139099.jpg	Out:	dog	0.43855023	[165.08373260498047, 88.69990047812462, 226.06430053710938, 184.77459838986397]
000000139099.jpg	Out:	dog	0.40509108	[47.32138633728027, 103.2855863571167, 123.47273826599121, 186.56166672706604]
000000139099.jpg	Out:	handbag	0.58345646	[189.33849334716797, 192.19294828176498, 659.6034240722656, 462.6855483055115]
000000236166.jpg	Out:	dog	0.8644301	[7.197522282600403, -8.912887573242188, 435.6604800224304, 665.8030700683594]
000000556000.jpg	Out:	dog	0.9142831	[-8.199939727783203, 115.3636871278286, 216.1757469177246, 515.9272766113281]
000000556000.jpg	Out:	dog	0.8399684	[211.9005012512207, 94.06473457813263, 360.2942657470703, 512.1206170320511]
